Date,Visits,Orders,va_closer_id,Marketing Channel,Units,BasePrice,Revenue,DiscountTotal
2019-04-23,2077,4,3,Display,15,604,2293.86,287
2019-04-23,458,5,4,Email,18,738,1900.91,825.8
2019-04-23,837,32,5,Affiliate,110,4461,15195.36,1663.5
2019-04-23,6579,69,6,Direct,253,10030,30759.28,9114.35
2019-04-23,1374,12,7,Session Refresh,40,2129,5706,1299.5
2019-04-23,131,0,8,Organic Social,0,0,0,0
2019-04-23,1943,7,9,Referring Domain,23,1005,3042.5,666.8
2019-04-24,10997,22,1,Paid Search,81,4127,11727.99,3072
2019-04-24,30861,73,2,Organic Search,269,10510,35060.1,5665.2
2019-04-24,2149,2,3,Display,8,586,2537.38,0
2019-04-24,425,6,4,Email,22,868,2453.61,987.7
2019-04-24,789,42,5,Affiliate,146,5848,18992.6,2705.15
2019-04-24,6565,50,6,Direct,194,8072,24503.09,8531.9
2019-04-24,1314,12,7,Session Refresh,44,1909,5990.59,1671.2
2019-04-24,100,0,8,Organic Social,0,0,0,0
2019-04-24,1919,4,9,Referring Domain,16,1286,3103.61,843.5
2019-04-25,11468,27,1,Paid Search,103,4903,16288.81,2207.9
2019-04-25,30380,68,2,Organic Search,246,10832,34980.3,5299.7
2019-04-25,1862,6,3,Display,24,853,3223.65,465.6
2019-04-25,382,5,4,Email,16,775,2221.98,563.5
2019-04-25,862,41,5,Affiliate,147,6492,21242.04,3062.8
2019-04-25,6571,49,6,Direct,176,8032,21513.28,8154.8
2019-04-25,1319,3,7,Session Refresh,12,431,1504.25,332.2
2019-04-25,88,0,8,Organic Social,0,0,0,0
2019-04-25,1730,4,9,Referring Domain,15,616,2117.4,353
2019-04-26,10866,38,1,Paid Search,135,6185,19718.81,2796.9
2019-04-26,29770,66,2,Organic Search,224,10399,33456.99,5448.25
2019-04-26,2028,5,3,Display,16,744,2423.95,75
2019-04-26,507,11,4,Email,40,2021,5320.1,2429.7
2019-04-26,849,38,5,Affiliate,124,5616,17417.62,2062.25
2019-04-26,6462,51,6,Direct,188,8159,23622.42,8276.7
2019-04-26,1255,7,7,Session Refresh,25,1024,2762.29,1021.75
2019-04-26,80,1,8,Organic Social,4,304,846.04,425.6
2019-04-26,1736,1,9,Referring Domain,4,232,826.78,185.6
2019-04-27,9694,21,1,Paid Search,70,3090,9444.79,1887.2
2019-04-27,27028,54,2,Organic Search,196,8257,28620.6,4410.5
2019-04-27,1733,1,3,Display,4,154,678.88,0
2019-04-27,280,6,4,Email,22,873,2179.9,1078.7
2019-04-27,698,23,5,Affiliate,84,3308,10723.59,1396.2
2019-04-27,5333,41,6,Direct,143,5983,16433.7,5522.05
2019-04-27,1062,5,7,Session Refresh,18,925,3214.74,328.2
2019-04-27,74,0,8,Organic Social,0,0,0,0
2019-04-27,1190,3,9,Referring Domain,14,991,2477.95,917.1
2019-04-28,10177,16,1,Paid Search,52,2522,8381.86,820.4
2019-04-28,25884,46,2,Organic Search,167,7065,23805.75,3772.1
2019-04-28,1786,0,3,Display,0,0,0,0
2019-04-28,146,1,4,Email,4,185,786.25,0
2019-04-28,554,24,5,Affiliate,76,3460,10356.76,1187.5
2019-04-28,5094,34,6,Direct,121,5615,16493.49,5281.95
2019-04-28,988,1,7,Session Refresh,4,94,412.2,0
2019-04-28,103,0,8,Organic Social,0,0,0,0
2019-04-28,1253,1,9,Referring Domain,4,71,237.38,71
2019-04-29,12631,24,1,Paid Search,90,4582,15678.21,1396.4
2019-04-29,34238,64,2,Organic Search,215,10311,31472.18,5333.3
2019-04-29,2661,3,3,Display,12,488,2090.23,0
2019-04-29,580,8,4,Email,32,1023,3355.16,977.8
2019-04-29,907,39,5,Affiliate,149,6339,23527.52,2944.85
2019-04-29,7029,71,6,Direct,246,11766,33450.99,11592.75
2019-04-29,1422,8,7,Session Refresh,27,1053,2636.1,1103.2
2019-04-29,132,0,8,Organic Social,0,0,0,0
2019-04-29,2414,12,9,Referring Domain,42,1807,5444.71,1091
2019-04-30,12712,29,1,Paid Search,110,4729,16691.48,3046.8
2019-04-30,31992,85,2,Organic Search,292,13314,43245.17,5824.75
2019-04-30,3010,2,3,Display,8,319,1406.97,0
2019-04-30,434,5,4,Email,20,982,2946.2,1192.8
2019-04-30,862,41,5,Affiliate,132,6093,18824.45,2591.95
2019-04-30,6973,54,6,Direct,189,8195,23166.19,7893.5
2019-04-30,1365,4,7,Session Refresh,14,552,1533.85,490.2
2019-04-30,146,0,8,Organic Social,0,0,0,0
2019-04-30,2629,7,9,Referring Domain,28,879,2967.26,785
2019-05-01,2,0,0,none,0,0,0,0
2019-05-01,11423,37,1,Paid Search,128,5856,18017.19,3789.8
2019-05-01,31538,78,2,Organic Search,276,11665,38756.84,5518.95
2019-05-01,2637,4,3,Display,10,690,1735.23,41.65
2019-05-01,373,7,4,Email,28,1263,3911.22,1415
2019-05-01,808,33,5,Affiliate,117,4959,17768.67,1566.2
2019-05-01,6322,54,6,Direct,192,8710,24565.12,9062.6
2019-05-01,1894,7,7,Session Refresh,24,1037,3016.65,810.2
2019-05-01,119,0,8,Organic Social,0,0,0,0
2019-05-01,1797,8,9,Referring Domain,30,1211,3805.92,1132.3
2019-05-02,10618,37,1,Paid Search,128,5815,19574.2,2803.75
2019-05-02,1,0,15,none,0,0,0,0
2019-05-02,29743,65,2,Organic Search,225,10771,31714.74,6675.75
2019-05-02,2315,2,3,Display,6,442,951.8,0
2019-05-02,368,5,4,Email,18,1089,2526.32,1262.8
2019-05-02,790,24,5,Affiliate,91,3471,12620.17,1737.2
2019-05-02,5730,43,6,Direct,156,7240,21028.83,6010.35
2019-05-02,2129,5,7,Session Refresh,17,793,2303.06,548.45
2019-05-02,145,0,8,Organic Social,0,0,0,0
2019-05-02,1683,6,9,Referring Domain,20,758,2105.9,644.6
2019-05-03,10394,24,1,Paid Search,88,4107,12805.21,3512.05
2019-05-03,29017,61,2,Organic Search,224,10176,32384.4,5803.85
2019-05-03,1968,5,3,Display,14,894,2556.75,76.3
2019-05-03,445,6,4,Email,24,1183,3341.47,1656.2
2019-05-03,725,32,5,Affiliate,117,5000,17025.92,2879.55
2019-05-03,6077,48,6,Direct,172,7392,20691.3,6828
2019-05-03,2154,14,7,Session Refresh,42,2540,6752.85,1610.25
2019-05-03,89,0,8,Organic Social,0,0,0,0
2019-05-03,1725,6,9,Referring Domain,24,867,3229.63,488.2
2019-05-04,9988,25,1,Paid Search,88,4339,13971.32,1432.6
2019-05-04,26488,36,2,Organic Search,121,5990,19770.64,2445.65
2019-05-04,1684,2,3,Display,8,268,987.29,172.2
2019-05-04,268,2,4,Email,8,266,755.58,372.4
2019-05-04,644,23,5,Affiliate,88,3182,11740.74,1359.6
2019-05-04,4747,35,6,Direct,122,4662,13216.5,4141.85
2019-05-04,1867,12,7,Session Refresh,45,1622,4909.36,1721.2
2019-05-04,61,0,8,Organic Social,0,0,0,0
2019-05-04,1215,3,9,Referring Domain,13,409,1465.68,375.2
2019-05-05,8656,21,1,Paid Search,75,3208,10493.35,1412.6
2019-05-05,24366,49,2,Organic Search,168,7112,24387,2741.6
2019-05-05,1678,1,3,Display,4,171,761.12,0
2019-05-05,154,1,4,Email,1,133,93.58,46.55
2019-05-05,649,32,5,Affiliate,112,4580,15550.35,1547.6
2019-05-05,4241,30,6,Direct,111,4815,14482,3864.3
2019-05-05,1644,3,7,Session Refresh,4,404,487.67,110.6
2019-05-05,176,0,8,Organic Social,0,0,0,0
2019-05-05,1276,8,9,Referring Domain,26,1073,3469.49,396.35
2019-05-06,11011,33,1,Paid Search,113,5295,18008.86,1579.2
2019-05-06,32593,103,2,Organic Search,350,17273,51662.44,9538
2019-05-06,1824,3,3,Display,10,429,1579.22,0
2019-05-06,558,3,4,Email,12,582,1602.71,814.8
2019-05-06,1217,70,5,Affiliate,254,10543,36987.66,3851.95
2019-05-06,6115,67,6,Direct,243,10933,30452.02,9190.85
2019-05-06,2195,8,7,Session Refresh,29,1514,4695.76,1401.55
2019-05-06,83,0,8,Organic Social,0,0,0,0
2019-05-06,1949,5,9,Referring Domain,20,663,2373.9,493.2
2019-05-07,11020,38,1,Paid Search,132,5560,17648.16,3215.2
2019-05-07,30397,100,2,Organic Search,350,17305,53357.94,10526.8
2019-05-07,1708,5,3,Display,20,796,3143.32,281.4
2019-05-07,471,4,4,Email,16,750,2111.44,1050
2019-05-07,964,41,5,Affiliate,162,5616,21846.2,2060.2
2019-05-07,5856,49,6,Direct,187,7574,22483.16,8605.8
2019-05-07,2024,20,7,Session Refresh,74,3326,10323.19,3200.05
2019-05-07,86,0,8,Organic Social,0,0,0,0
2019-05-07,1757,5,9,Referring Domain,20,767,2584.33,658.6
2019-05-08,9685,38,1,Paid Search,135,6282,20806.62,3491.2
2019-05-08,30681,75,2,Organic Search,262,11891,38746.43,6427.6
2019-05-08,1784,3,3,Display,12,475,1394.87,605
2019-05-08,502,3,4,Email,12,724,2026.68,1013.6
2019-05-08,969,51,5,Affiliate,177,7375,23320.97,3385.05
2019-05-08,5573,46,6,Direct,173,7324,21514.89,7657.6
2019-05-08,2092,15,7,Session Refresh,43,2528,6135.55,1433.95
2019-05-08,76,1,8,Organic Social,4,162,706.32,0
2019-05-08,1578,7,9,Referring Domain,26,1400,4694.29,749.15
2019-05-09,11002,37,1,Paid Search,136,6525,21856.15,3668
2019-05-09,1,0,15,none,0,0,0,0
2019-05-09,30239,84,2,Organic Search,290,12211,39317.8,6330.4
2019-05-09,1765,3,3,Display,12,373,1411.91,186.2
2019-05-09,440,5,4,Email,20,537,1523.99,751.8
2019-05-09,1031,47,5,Affiliate,162,6820,23284.23,2096.2
2019-05-09,5457,38,6,Direct,133,6187,17407.03,4252.15
2019-05-09,1987,8,7,Session Refresh,25,1246,4113.11,211.4
2019-05-09,85,0,8,Organic Social,0,0,0,0
2019-05-09,1708,6,9,Referring Domain,22,999,2844.48,1165
2019-05-10,10306,33,1,Paid Search,108,5041,15311.92,1433.25
2019-05-10,29255,65,2,Organic Search,229,10128,31994.65,5670.05
2019-05-10,1632,2,3,Display,5,402,899.56,111
2019-05-10,468,6,4,Email,23,910,2423.66,1211.35
2019-05-10,895,39,5,Affiliate,137,5868,20438.36,1929.8
2019-05-10,5901,51,6,Direct,181,8842,24599.88,8924.45
2019-05-10,1936,12,7,Session Refresh,42,1851,6031.23,1129.8
2019-05-10,80,2,8,Organic Social,6,300,575.25,287
2019-05-10,1651,4,9,Referring Domain,16,723,1882.99,503.6
2019-05-11,9633,26,1,Paid Search,86,3634,12296.71,1003.9
2019-05-11,27152,41,2,Organic Search,135,6462,18053.69,4023.7
2019-05-11,1476,3,3,Display,12,482,1542.79,491.4
2019-05-11,274,1,4,Email,4,114,321.39,159.6
2019-05-11,948,37,5,Affiliate,130,5574,19125.22,2259.8
2019-05-11,4875,46,6,Direct,169,6736,20292.55,6706.9
2019-05-11,1797,6,7,Session Refresh,17,905,2069.89,658.35
2019-05-11,59,1,8,Organic Social,1,240,265.14,0
2019-05-11,1567,4,9,Referring Domain,16,521,1760.97,446.4
2019-05-12,8813,17,1,Paid Search,60,2462,8887.18,875
2019-05-12,23633,39,2,Organic Search,128,5496,17185.89,2575.55
2019-05-12,1552,1,3,Display,4,156,663,0
2019-05-12,188,2,4,Email,6,286,737.16,246.4
2019-05-12,678,26,5,Affiliate,93,4125,13608.43,1241
2019-05-12,3811,36,6,Direct,139,5512,16886.63,5799.15
2019-05-12,1674,8,7,Session Refresh,32,2172,5627.49,934.6
2019-05-12,62,0,8,Organic Social,0,0,0,0
2019-05-12,1267,3,9,Referring Domain,10,426,1389.24,171.2
2019-05-13,1,0,0,none,0,0,0,0
2019-05-13,11273,34,1,Paid Search,114,4977,15311.94,2589.85
2019-05-13,32708,101,2,Organic Search,343,16081,48840.07,10087.5
2019-05-13,1918,5,3,Display,17,892,3381.1,0
2019-05-13,609,2,4,Email,8,195,669.66,173
2019-05-13,1083,57,5,Affiliate,219,9960,36120.48,3133.8
2019-05-13,5890,48,6,Direct,162,7512,21860.12,5192.95
2019-05-13,2361,12,7,Session Refresh,47,1681,5530.12,1551.2
2019-05-13,85,1,8,Organic Social,4,138,388.2,193.2
2019-05-13,1783,10,9,Referring Domain,40,1774,5776.51,1762
2019-05-14,9683,31,1,Paid Search,115,4885,15477.65,3639.7
2019-05-14,31235,87,2,Organic Search,316,12830,42103.59,7851.4
2019-05-14,1832,5,3,Display,18,863,2840.96,569.8
2019-05-14,438,6,4,Email,24,1180,3300.8,1652
2019-05-14,910,31,5,Affiliate,103,4638,15272.89,1514.55
2019-05-14,6248,48,6,Direct,176,7241,22929.32,6003.2
2019-05-14,2471,16,7,Session Refresh,58,2753,8788.18,1779.2
2019-05-14,66,0,8,Organic Social,0,0,0,0
2019-05-14,1679,10,9,Referring Domain,38,1857,5267.57,1267
2019-05-15,9620,32,1,Paid Search,113,5131,16595.94,3031.3
2019-05-15,31160,87,2,Organic Search,307,14016,43344.48,9506.8
2019-05-15,2076,5,3,Display,18,662,2282.91,348.7
2019-05-15,439,6,4,Email,22,769,2363.9,745.5
2019-05-15,774,19,5,Affiliate,76,2772,10480,1391.4
2019-05-15,6087,58,6,Direct,220,9218,27151.13,10433.2
2019-05-15,2253,11,7,Session Refresh,41,1888,6066.36,1518.3
2019-05-15,87,0,8,Organic Social,0,0,0,0
2019-05-15,1647,7,9,Referring Domain,24,1051,3323.79,565.2
2019-05-16,9387,25,1,Paid Search,96,5090,14796.62,3469.2
2019-05-16,30494,89,2,Organic Search,323,14190,48763.06,6811.2
2019-05-16,1674,3,3,Display,10,561,1717.08,239.4
2019-05-16,436,2,4,Email,8,317,873.4,443.8
2019-05-16,863,31,5,Affiliate,115,4608,17508.73,1654.25
2019-05-16,5752,54,6,Direct,199,9018,26443.1,9361.25
2019-05-16,2382,14,7,Session Refresh,50,2545,7077.42,1374.5
2019-05-16,135,1,8,Organic Social,5,222,777.31,388.5
2019-05-16,1614,7,9,Referring Domain,26,1208,3920.45,1022.4
2019-05-17,8977,23,1,Paid Search,78,3357,10385.82,1811.1
2019-05-17,29015,97,2,Organic Search,336,15419,47742.36,9220.2
2019-05-17,1540,2,3,Display,8,307,1104.82,221.2
2019-05-17,427,2,4,Email,8,263,735.52,368.2
2019-05-17,747,22,5,Affiliate,76,3001,10594.88,581
2019-05-17,5299,63,6,Direct,239,9953,29162.28,11198.55
2019-05-17,2478,11,7,Session Refresh,41,1403,4547.13,1043.1
2019-05-17,87,0,8,Organic Social,0,0,0,0
2019-05-17,1673,7,9,Referring Domain,26,925,3295.44,364.2
2019-05-18,8884,14,1,Paid Search,53,2096,7105.97,1494.15
2019-05-18,26708,49,2,Organic Search,177,7925,27530.89,3767.75
2019-05-18,1313,5,3,Display,16,690,2120.1,172.2
2019-05-18,301,1,4,Email,4,79,218.28,110.6
2019-05-18,626,24,5,Affiliate,90,3689,13293.97,1500.6
2019-05-18,4556,36,6,Direct,132,5986,17359,5705.05
2019-05-18,2066,3,7,Session Refresh,9,510,1375.58,306.6
2019-05-18,65,0,8,Organic Social,0,0,0,0
2019-05-18,5418,5,9,Referring Domain,20,705,2470.42,514
2019-05-19,9228,18,1,Paid Search,72,2777,10753.79,1114.4
2019-05-19,25196,36,2,Organic Search,133,5251,19380.91,1707.4
2019-05-19,1489,5,3,Display,15,659,2007.15,217
2019-05-19,161,1,4,Email,2,158,228.89,110.6
2019-05-19,569,29,5,Affiliate,101,4450,15614.29,1424.6
2019-05-19,4161,29,6,Direct,104,4334,12822.06,3792.05
2019-05-19,1750,4,7,Session Refresh,16,692,2715.3,268.8
2019-05-19,77,0,8,Organic Social,0,0,0,0
2019-05-19,1239,4,9,Referring Domain,16,1046,2584.23,570
2019-05-20,10187,21,1,Paid Search,80,3712,11062.41,2878.8
2019-05-20,33436,96,2,Organic Search,345,14851,48079.28,7487.95
2019-05-20,1654,5,3,Display,20,1030,4148.99,296.8
2019-05-20,571,4,4,Email,12,434,979.82,383.6
2019-05-20,851,41,5,Affiliate,148,5586,19422.32,2201.65
2019-05-20,6708,74,6,Direct,281,13078,39606.09,12086.7
2019-05-20,2515,15,7,Session Refresh,54,2677,7849.34,1750.8
2019-05-20,79,0,8,Organic Social,0,0,0,0
2019-05-20,1775,8,9,Referring Domain,29,1201,3867.6,567
2019-05-21,10184,34,1,Paid Search,125,5406,17361.13,3708.5
2019-05-21,33718,89,2,Organic Search,312,13559,43159.36,6368.1
2019-05-21,1787,2,3,Display,6,362,985.38,134.4
2019-05-21,499,8,4,Email,33,1133,3672.55,1211.6
2019-05-21,1404,51,5,Affiliate,180,7926,27073.16,2455.1
2019-05-21,6675,58,6,Direct,225,8994,28479.69,9221.5
2019-05-21,2435,16,7,Session Refresh,51,2602,7030.27,2290.55
2019-05-21,99,0,8,Organic Social,0,0,0,0
2019-05-21,1858,3,9,Referring Domain,12,442,1753.23,172
2019-05-22,10443,40,1,Paid Search,140,6458,20027,5007.1
2019-05-22,31523,78,2,Organic Search,282,12339,39447.67,6410.2
2019-05-22,2163,4,3,Display,13,531,1446.01,430.15
2019-05-22,435,7,4,Email,25,1071,3018.32,1209.6
2019-05-22,969,27,5,Affiliate,88,3950,11976.5,1284.5
2019-05-22,6682,64,6,Direct,226,9712,27329.17,9039.65
2019-05-22,2521,7,7,Session Refresh,23,902,2730.18,533.4
2019-05-22,110,0,8,Organic Social,0,0,0,0
2019-05-22,1829,8,9,Referring Domain,28,1490,4087.63,999.6
2019-05-23,10786,43,1,Paid Search,166,7326,21964.56,7033.85
2019-05-23,33182,111,2,Organic Search,387,16869,52140.51,10246
2019-05-23,2179,10,3,Display,40,1628,6102.89,857
2019-05-23,1723,22,4,Email,78,3140,9161.7,2643.05
2019-05-23,1033,35,5,Affiliate,130,5175,17076.99,2941.7
2019-05-23,7699,44,6,Direct,157,6591,19839.83,5823.9
2019-05-23,2010,19,7,Session Refresh,69,3046,8944.61,2663.45
2019-05-23,112,0,8,Organic Social,0,0,0,0
2019-05-23,1921,6,9,Referring Domain,24,1003,3355.43,885
2019-05-24,5629,37,1,Paid Search,143,6273,20360.97,5471.8
2019-05-24,28626,99,2,Organic Search,385,15035,50197.67,11047.6
2019-05-24,1990,3,3,Display,12,490,1888.33,225
2019-05-24,793,9,4,Email,36,1526,5124.49,1385.8
2019-05-24,936,28,5,Affiliate,105,3883,13716.56,2297.6
2019-05-24,7459,47,6,Direct,171,7360,22703.29,5813.2
2019-05-24,1804,11,7,Session Refresh,41,1816,5889.81,1230.5
2019-05-24,95,2,8,Organic Social,8,292,839,408.8
2019-05-24,1723,8,9,Referring Domain,27,1134,3342.96,1005.4
2019-05-25,4248,25,1,Paid Search,98,3746,12576.91,3067.9
2019-05-25,16135,72,2,Organic Search,273,11224,35862.88,7727.75
2019-05-25,1113,4,3,Display,16,450,1703.28,225
2019-05-25,349,7,4,Email,28,971,3003.66,1129.4
2019-05-25,448,22,5,Affiliate,83,3226,11627.9,1697
2019-05-25,3876,26,6,Direct,93,3684,11327.23,2401.85
2019-05-25,1036,11,7,Session Refresh,43,1607,5166.95,1571.75
2019-05-25,52,0,8,Organic Social,0,0,0,0
2019-05-25,1093,4,9,Referring Domain,16,539,1898.08,400
2019-05-26,3941,20,1,Paid Search,79,2827,10398.93,1653.55
2019-05-26,15815,74,2,Organic Search,279,11018,38439.58,5726.4
2019-05-26,1379,4,3,Display,16,491,1798.04,300
2019-05-26,195,6,4,Email,24,713,2612.57,450
2019-05-26,362,13,5,Affiliate,52,1542,5373.5,1187
2019-05-26,3719,20,6,Direct,75,3265,9976.06,3104.05
2019-05-26,990,6,7,Session Refresh,24,853,3203.01,375
2019-05-26,55,0,8,Organic Social,0,0,0,0
2019-05-26,1009,2,9,Referring Domain,8,308,1107.17,229
2019-05-27,9325,55,1,Paid Search,207,8261,28471.44,4992.1
2019-05-27,29850,136,2,Organic Search,510,19332,66333.98,11081.7
2019-05-27,2390,8,3,Display,32,1124,4193.24,600
2019-05-27,498,13,4,Email,47,2354,6501.86,2154.75
2019-05-27,806,40,5,Affiliate,146,5743,19672.18,2631.8
2019-05-27,6688,62,6,Direct,237,9816,31822.37,8069.5
2019-05-27,1797,10,7,Session Refresh,37,1454,4883.81,1075
2019-05-27,120,0,8,Organic Social,0,0,0,0
2019-05-27,1425,4,9,Referring Domain,13,569,1716.6,255
2019-05-28,9426,70,1,Paid Search,271,10995,37402.01,7065.15
2019-05-28,35452,212,2,Organic Search,800,31459,103106.05,21525.65
2019-05-28,3187,7,3,Display,28,912,3315.52,625
2019-05-28,1363,31,4,Email,124,4763,15964.56,4306.6
2019-05-28,1151,74,5,Affiliate,284,10801,37997.16,6125.1
2019-05-28,7854,83,6,Direct,317,13485,43602.91,11617.8
2019-05-28,2208,15,7,Session Refresh,53,2305,7001.91,1753.5
2019-05-28,205,1,8,Organic Social,4,141,397.3,197.4
2019-05-28,1895,6,9,Referring Domain,22,769,2500.94,440.5
2019-05-29,7576,69,1,Paid Search,268,10359,35565.84,7455.7
2019-05-29,32493,210,2,Organic Search,794,31355,105194.39,20136.95
2019-05-29,2986,15,3,Display,58,2812,9172.25,1538.4
2019-05-29,851,14,4,Email,54,2185,6849.56,2071.9
2019-05-29,1049,59,5,Affiliate,220,8599,28646.55,4833.25
2019-05-29,7277,78,6,Direct,297,12011,38141.56,10970.25
2019-05-29,2064,23,7,Session Refresh,89,3473,11978.81,2010.55
2019-05-29,123,0,8,Organic Social,0,0,0,0
2019-05-29,1939,8,9,Referring Domain,32,1327,5061.51,635.4
2019-05-30,8708,48,1,Paid Search,184,7031,24350.35,4659.85
2019-05-30,30384,89,2,Organic Search,308,13825,42567.21,8560.5
2019-05-30,1458,5,3,Display,20,822,2681.8,796
2019-05-30,713,5,4,Email,20,502,1891.62,308
2019-05-30,901,32,5,Affiliate,108,4571,15522.31,1705.6
2019-05-30,6382,58,6,Direct,209,9557,27452.02,9787.85
2019-05-30,2033,11,7,Session Refresh,42,1981,7449.53,741.1
2019-05-30,141,0,8,Organic Social,0,0,0,0
2019-05-30,1931,2,9,Referring Domain,8,338,1291,140
2019-05-31,7505,32,1,Paid Search,118,4786,15950.84,2959.4
2019-05-31,29177,108,2,Organic Search,383,17403,52894.73,12952.65
2019-05-31,884,4,3,Display,16,654,2348.49,376.4
2019-05-31,659,8,4,Email,32,1249,3288.64,1949.8
2019-05-31,761,32,5,Affiliate,109,4436,15026.4,1893.4
2019-05-31,6524,47,6,Direct,174,7729,21594.75,8102.95
2019-05-31,1774,12,7,Session Refresh,45,2102,6443.64,1888.05
2019-05-31,116,0,8,Organic Social,0,0,0,0
2019-05-31,1615,4,9,Referring Domain,16,638,2136.72,592.8
2019-06-01,7057,26,1,Paid Search,95,4292,14396.27,2700.4
2019-06-01,1,0,15,none,0,0,0,0
2019-06-01,26769,61,2,Organic Search,204,10165,31093.79,4276.4
2019-06-01,2028,6,3,Display,22,886,3191.91,291.2
2019-06-01,417,10,4,Email,38,1812,4958.5,2565.8
2019-06-01,684,27,5,Affiliate,93,4460,14510.8,950.3
2019-06-01,5328,41,6,Direct,145,6721,18871.01,5403.5
2019-06-01,1430,8,7,Session Refresh,29,934,2668.89,947.7
2019-06-01,123,2,8,Organic Social,6,263,623.64,310.1
2019-06-01,1363,5,9,Referring Domain,21,804,2442.58,1069.3
2019-06-02,7065,20,1,Paid Search,75,3295,10470,2699.6
2019-06-02,25126,69,2,Organic Search,241,10684,34205.75,5847.9
2019-06-02,2195,2,3,Display,6,284,904.34,0
2019-06-02,259,7,4,Email,17,868,2149.06,446
2019-06-02,579,25,5,Affiliate,84,4021,13661.07,1106.1
2019-06-02,4764,38,6,Direct,141,5860,17700.83,5549.1
2019-06-02,1644,14,7,Session Refresh,56,2403,7539.62,1492.6
2019-06-02,164,0,8,Organic Social,0,0,0,0
2019-06-02,1349,9,9,Referring Domain,32,1186,3684.25,1017.1
2019-06-03,6503,36,1,Paid Search,133,6165,20991.7,3790.55
2019-06-03,32350,108,2,Organic Search,399,18760,57454.87,14167.45
2019-06-03,1313,4,3,Display,18,596,2332.64,532
2019-06-03,774,9,4,Email,30,1552,3661.78,1781.15
2019-06-03,865,27,5,Affiliate,99,4445,15849.01,1239.2
2019-06-03,7564,82,6,Direct,307,14041,39857.59,15770.9
2019-06-03,2192,11,7,Session Refresh,39,1696,4775.07,1892.35
2019-06-03,74,0,8,Organic Social,0,0,0,0
2019-06-03,1664,9,9,Referring Domain,32,1264,4225.56,595
2019-06-04,5554,17,1,Paid Search,59,2801,9173.97,1319.5
2019-06-04,30635,109,2,Organic Search,381,18025,56297.72,11146.2
2019-06-04,1665,6,3,Display,22,908,3218.3,482
2019-06-04,603,12,4,Email,48,1768,5423.96,2016.4
2019-06-04,949,28,5,Affiliate,99,4667,16111.19,1411.45
2019-06-04,7297,66,6,Direct,251,10360,29566.46,12192.6
2019-06-04,2158,10,7,Session Refresh,34,1452,3937.9,1407.1
2019-06-04,44,0,8,Organic Social,0,0,0,0
2019-06-04,1827,10,9,Referring Domain,39,1572,5354.57,1030.8
2019-06-05,4940,24,1,Paid Search,89,3465,10066.01,3828.2
2019-06-05,1,0,15,none,0,0,0,0
2019-06-05,31122,110,2,Organic Search,386,17414,53807.41,12099.95
2019-06-05,1432,2,3,Display,8,284,1186.05,47.2
2019-06-05,559,7,4,Email,30,1084,3101.89,1780
2019-06-05,899,26,5,Affiliate,98,4054,13844.63,1382.4
2019-06-05,6551,83,6,Direct,308,13396,37483.09,15110.5
2019-06-05,1904,13,7,Session Refresh,47,2124,6244.32,2128
2019-06-05,49,1,8,Organic Social,4,84,202.02,151.2
2019-06-05,1601,11,9,Referring Domain,40,1881,5169.54,2055.3
2019-06-06,4517,23,1,Paid Search,81,3694,11033.03,2579.7
2019-06-06,29041,86,2,Organic Search,304,14450,41007.67,12492.35
2019-06-06,1444,2,3,Display,8,324,1400.67,0
2019-06-06,507,8,4,Email,28,1384,3854.86,1226.8
2019-06-06,900,29,5,Affiliate,107,5103,17397.22,1307.8
2019-06-06,6052,71,6,Direct,258,12209,33803.98,13680.75
2019-06-06,1640,5,7,Session Refresh,18,993,2421.42,1558.9
2019-06-06,27,0,8,Organic Social,0,0,0,0
2019-06-06,1588,7,9,Referring Domain,27,938,3262.19,739.65
2019-06-07,4735,27,1,Paid Search,103,4434,14517.39,3800.4
2019-06-07,29163,90,2,Organic Search,301,13935,41123.89,9181.25
2019-06-07,1601,1,3,Display,4,97,324.92,97
2019-06-07,511,11,4,Email,35,2022,4530.03,1948.85
2019-06-07,877,22,5,Affiliate,76,3262,11013.68,1120.8
2019-06-07,6113,47,6,Direct,160,6951,17277.89,7762.6
2019-06-07,1575,13,7,Session Refresh,45,2174,5293.54,2032.8
2019-06-07,39,0,8,Organic Social,0,0,0,0
2019-06-07,1656,15,9,Referring Domain,54,2468,7253.75,1622.6
2019-06-08,4432,18,1,Paid Search,58,2414,7248.92,1381.7
2019-06-08,26232,62,2,Organic Search,216,9156,27850.45,6429.7
2019-06-08,1419,3,3,Display,12,517,1860.5,366.2
2019-06-08,377,2,4,Email,8,300,1003.19,293.4
2019-06-08,692,25,5,Affiliate,82,3630,11652.33,1229.95
2019-06-08,4813,41,6,Direct,146,6570,18087.35,7379.9
2019-06-08,1488,8,7,Session Refresh,28,1037,3294.88,707.8
2019-06-08,36,0,8,Organic Social,0,0,0,0
2019-06-08,1236,3,9,Referring Domain,12,541,2072.36,240
2019-06-09,4632,7,1,Paid Search,21,1212,2874.07,769.1
2019-06-09,24890,62,2,Organic Search,220,8789,29532.94,4476
2019-06-09,1657,4,3,Display,16,732,3000.01,128.4
2019-06-09,212,3,4,Email,11,592,1554.88,799.2
2019-06-09,625,15,5,Affiliate,57,2373,8881.05,816
2019-06-09,4525,33,6,Direct,122,4935,13869.63,5885
